,category,price
2294,Bottle,1070.0
2295,Make-up ,850.0
2296,Chilean Wines,1840.0
2297,Books,640.0
2298,Women Fashion,3063.0
2299,Fitness & Sports,800.0
2300,Smart Watches,6299.0
2301,Home and Lifestyle,740.0
2302,Make-up ,500.0
2303,Make-up ,650.0
2304,Chilean Wines,1840.0
2305,Young adult,640.0
2306,Women Fashion,1813.0
2307,Fitness & Sports,1725.0
2308,Headphone & Headset ,2999.0
2309,Kitchen Appliances,460.0
2310,Make-up ,450.0
2311,Liqueurs,5715.0
2312,Thriller,640.0
2313,Men's Pants ,1450.0
2314,Fitness & Sports,875.0
2315,Headphone & Headset ,3200.0
2316,Bottle,1660.0
2317,Make-up ,800.0
2318,Kids Clothing,2490.0
2319,Chilean Wines,1840.0
2320,Non-Fiction,520.0
2321,Fiction,960.0
2322,Men's Clothing ,2150.0
2323,Fitness & Sports,1250.0
2324,Headphone & Headset ,5500.0
2325,Headphone & Headset ,5500.0
2326,Utensils,650.0
2327,Kids Clothing,2490.0
2328,Kids Clothing,2490.0
2329,Liqueurs,5715.0
2330,Fiction,320.0
2331,Men's Pants ,1750.0
2332,Fitness & Sports,630.0
2333,Headphone & Headset ,4800.0
2334,Bottle,950.0
2335,Civil Mall,550.0
2336,Liqueurs,5715.0
2337,Liqueurs,5715.0
2338,Non-Fiction,320.0
2339,Men's Clothing ,1990.0
2340,Headphone & Headset ,4500.0
2341,Headphone & Headset ,2800.0
2342,Lightings,1220.0
2343,Small Kitchen Appliances,350.0
2344,Kids Clothing,2490.0
2345,Kids Clothing,2990.0
2346,Wine,495.0
2347,Fiction,472.0
2348,Men's Clothing ,1300.0
2349,Headphone & Headset ,4500.0
2350,Furnishing & Decor,1140.0
2351,Kids Clothing,2490.0
2352,Wine,495.0
2353,Children's,640.0
2354,Fiction,640.0
2355,Men's Fashion,1700.0
2356,Headphone & Headset ,5000.0
2357,Headphone & Headset ,3000.0
2358,Furnishing & Decor,1140.0
2359,Make-up ,550.0
2360,French Wines,3659.0
2361,Non-Fiction,640.0
2362,Men's Fashion,1600.0
2363,Headphone & Headset ,4000.0
2364,Furnishing & Decor,1140.0
2365,Furnishing & Decor,1140.0
2366,Make-up ,550.0
2367,Beauty & Health ,1500.0
2368,French Wines,2147.0
2369,French Wines,2581.0
2370,Romance,800.0
2371,Men's Fashion,1575.0
2372,Headphone & Headset ,3500.0
2373,Headphone & Headset ,5200.0
2374,Furnishing & Decor,1140.0
2375,Kids Clothing,2490.0
2376,Skin care,2600.0
2377,French Wines,2581.0
2378,Storage & Organization,2066.0
2379,Non-Fiction,800.0
2380,Non-Fiction,800.0
2381,Non-Fiction,320.0
2382,Non-Fiction,400.0
2383,Non-Fiction,480.0
2384,Non-Fiction,480.0
2385,Business,480.0
2386,Men's Fashion,1750.0
2387,Men's Fashion,4999.0
2388,Men's Fashion,2850.0
2389,Women Fashion,2184.0
2390,Women Fashion,4037.0
2391,Women Fashion,4512.0
2392,Women Fashion,4227.0
2393,Headphone & Headset ,2800.0
2394,Headphone & Headset ,4500.0
2395,Headphone & Headset ,6599.0
2396,Portable Speakers,4399.0
2397,Headphone & Headset ,3999.0
2398,Smart Glasses,11999.0
2399,Headphone & Headset ,15711.0
2400,Headphone & Headset ,5801.0
2401,Utensils,750.0
2402,Kitchen Appliances,5500.0
2403,Kitchen Appliances,1499.0
2404,Utensils,380.0
2405,Kitchen Appliances,1650.0
2406,Home and Lifestyle,690.0
2407,Sewing Machine Parts & Accessories,390.0
2408,Sewing Machine Parts & Accessories,290.0
2409,Kids Clothing,2990.0
2410,Kids Clothing,3990.0
2411,Skin care,2600.0
2412,Kids Clothing,2490.0
2413,Kids Clothing,2490.0
2414,Kids Clothing,1990.0
2415,Make-up ,550.0
2416,Kids Clothing,2490.0
2417,Make-up ,850.0
2418,French Wines,2172.0
2419,French Wines,5876.0
2420,French Wines,2104.0
2421,French Wines,3463.0
2422,French Wines,4319.0
2423,French Wines,1807.0
2424,French Wines,1808.0
2425,French Wines,1807.0
2426,French Wines,1808.0
2427,Diapers & Potty,600.0
2428,Bathroom Safety,199.0
2429,Diapers & Potty,750.0
2430,Harnesses & Leashes,600.0
2431,Mattresses & Bedding,1650.0
2432,Sleepwear,1000.0
2433,Pillows & Stools,2000.0
2434,Baby Hygiene Material,1000.0
2435,Non-Fiction,480.0
2436,Self help,480.0
2437,Non-Fiction,1600.0
2438,Fiction,800.0
2439,Non-Fiction,800.0
2440,Non-Fiction,640.0
2441,Non-Fiction,640.0
2442,Non-Fiction,1280.0
2443,Non-Fiction,1280.0
2444,Men's Accessories ,250.0
2445,Men's Accessories ,200.0
2446,Men's Clothing ,660.0
2447,Men's Clothing ,510.0
2448,Men's Clothing ,350.0
2449,Fashion ,1450.0
2450,Fashion ,590.0
2451,Men's Fashion,790.0
2452,Headphone & Headset ,3625.0
2453,Headphone & Headset ,2659.0
2454,Audio,2399.0
2455,Headphone & Headset ,2399.0
2456,Headphone & Headset ,4999.0
2457,Headphone & Headset ,4999.0
2458,Gadget ,2299.0
2459,Gadget ,4999.0
2460,Bottle,1140.0
2461,Bottle,1999.0
2462,Kitchenware & Dinning,890.0
2463,Kitchen Appliances,600.0
2464,Kitchen Appliances,1880.0
2465,Kitchen Appliances,2380.0
2466,Kitchenware & Dinning,295.0
2467,Furnishing & Decor,1180.0
2468,Kids Clothing,1990.0
2469,Kids Clothing,2490.0
2470,Kids Clothing,2490.0
2471,Skin care,650.0
2472,Kids Clothing,2990.0
2473,Kids Clothing,2990.0
2474,Kids Clothing,2490.0
2475,Skin care,1500.0
2476,Kids Clothing,2490.0
2477,Kids Clothing,2490.0
2478,French Wines,1808.0
2479,French Wines,1808.0
2480,French Wines,1902.0
2481,Wine,1902.0
2482,Wine,2234.0
2483,Wine,2636.0
2484,Gin,4975.0
2485,Whiskey,8855.0
2486,Whiskey,6718.0
2487,Diaper Bags,2850.0
2488,Baby Furniture,1800.0
2489,Baby Furniture,1350.0
2490,Nail Care,350.0
2491,Food Blenders,250.0
2492,"Toys, Kids & Babies",250.0
2493,Baby Shampoo,629.0
2494,Toys & Games,495.0
2495,Toys & Games,495.0
2496,Non-Fiction,1280.0
2497,Business,1120.0
2498,Business,1120.0
2499,Fiction,960.0
2500,Fiction,960.0
2501,Business,960.0
2502,Non-Fiction,960.0
2503,Non-Fiction,960.0
2504,Fiction,960.0
2505,Men's Fashion,225.0
2506,Men's Fashion,890.0
2507,Men's Fashion,545.0
2508,Men's Accessories ,750.0
2509,Headphone & Headset ,4999.0
2510,Smart Watches,19999.0
2511,Furnishing & Decor,1180.0
2512,Humidifier,1190.0
2513,Make-up ,600.0
2514,Kids Clothing,2490.0
2515,Kids Clothing,2490.0
2516,Kids Clothing,2490.0
2517,Kids Clothing,2490.0
2518,Make-up ,600.0
2519,Kids Clothing,2490.0
2520,Make-up ,1200.0
2521,Hair Care ,750.0
2522,Liqueurs,5715.0
2523,Whiskey,11651.0
2524,Liqueurs,5715.0
2525,Whiskey,8285.0
2526,Liqueurs,5715.0
2527,Whiskey,18277.0
2528,Whiskey,10515.0
2529,Whiskey,16980.0
2530,Wine,3495.0
2531,Toys & Games,500.0
2532,Toys & Games,700.0
2533,Baby Gear,220.0
2534,Baby Gear,220.0
2535,Baby Gear,220.0
2536,Baby Gear,220.0
2537,Baby Gear,220.0
2538,Baby Gear,190.0
2539,Baby Gear,190.0
2540,Non-Fiction,1120.0
2541,Thriller,1120.0
2542,Fiction,400.0
2543,Young adult,640.0
2544,Non-Fiction,480.0
2545,Non-Fiction,480.0
2546,Self help,320.0
2547,Non-Fiction,320.0
2548,Fiction,320.0
2549,Women Fashion,4500.0
2550,Men's Fashion,4500.0
2551,Women Fashion,4500.0
2552,Men's Fashion,4500.0
2553,Men's Fashion,4500.0
2554,Women Fashion,4500.0
2555,Men's Fashion,4500.0
2556,Men's Fashion,4500.0
2557,Women Fashion,4500.0
2558,Smart Watches,3499.0
2559,Smart Watches,7200.0
2560,Wearable Technology,1099.0
2561,Smart Watches,25999.0
2562,Smart Watches,15999.0
2563,Smart Watches,3999.0
2564,Gadget ,3999.0
2565,Gadget ,4999.0
2566,Refrigerator ,32500.0
2567,Humidifier,1190.0
2568,Humidifier,1190.0
2569,Home and Lifestyle,1499.0
2570,Home and Lifestyle,390.0
2571,Kitchenware & Dinning,450.0
2572,Kitchenware & Dinning,450.0
2573,Skin care,1800.0
2574,Skin care,1500.0
2575,Skin care,1200.0
2576,Beauty & Health ,1000.0
2577,Brandy,5325.0
2578,Liqueurs,5200.0
2579,Baby Gear,190.0
2580,Baby Gear,190.0
2581,Water bottle,870.0
2582,Water bottle,870.0
2583,Non-Fiction,800.0
2584,Fiction,800.0
2585,Fiction,800.0
2586,Fashion ,1199.0
2587,Fashion ,1499.0
2588,Men's Clothing ,930.0
2589,Men's Clothing ,799.0
2590,Consumer Electronics,499.0
2591,Headphone & Headset ,6999.0
2592,Headphone & Headset ,8999.0
2593,Headphone & Headset ,6999.0
2594,Headphone & Headset ,2999.0
2595,Headphone & Headset ,4999.0
2596,Headphone & Headset ,1299.0
2597,Headphone & Headset ,5999.0
2598,Kitchenware & Dinning,450.0
2599,Kitchenware & Dinning,450.0
2600,Kitchenware & Dinning,998.0
2601,Kitchenware & Dinning,475.0
2602,Furnishing & Decor,550.0
2603,Furnishing & Decor,1600.0
2604,Furnishing & Decor,1300.0
2605,Furnishing & Decor,950.0
2606,Beauty & Health ,9500.0
2607,Skin care,900.0
2608,Skin care,2000.0
2609,Skin care,2200.0
2610,Beauty & Health ,555.0
2611,Beauty & Health ,555.0
2612,Hair Care ,999.0
2613,Beauty & Health ,3500.0
2614,Tools & Brushes ,1500.0
2615,Brandy,3760.0
2616,Vodka,6705.0
2617,Liqueurs,10635.0
2618,Vodka,8420.0
2619,Whiskey,622.0
2620,Rum,6158.0
2621,Brandy,6570.0
2622,Vodka,6280.0
2623,Water bottle,870.0
2624,Feeding,1660.0
2625,Baby Health & Hygiene,4550.0
2626,Maternity Care,750.0
2627,Feeding,850.0
2628,Non-Fiction,800.0
2629,Non-Fiction,800.0
2630,Men's Clothing ,660.0
2631,Men's Clothing ,510.0
2632,Headphone & Headset ,6499.0
2633,Headphone & Headset ,6999.0
2634,Furnishing & Decor,650.0
2635,Furnishing & Decor,650.0
2636,Skin care,3500.0
2637,Tools & Brushes ,5500.0
2638,Liqueurs,11034.0
2639,Vodka,2115.0
2640,Feeding,790.0
2641,Feeding,790.0
2642,History,1760.0
2643,Non-Fiction,1280.0
2644,Business,1280.0
2645,Men's Fashion,2700.0
2646,Men's Fashion,2400.0
2647,Men's Clothing ,3000.0
2648,Headphone & Headset ,2699.0
2649,Headphone & Headset ,4499.0
2650,Headphone & Headset ,2799.0
2651,Headphone & Headset ,1999.0
2652,Headphone & Headset ,6999.0
2653,Headphone & Headset ,3299.0
2654,Headphone & Headset ,8499.0
2655,Smart Speakers ,5200.0
2656,Smart Speakers ,16999.0
2657,Furnishing & Decor,650.0
2658,Furnishing & Decor,1600.0
2659,Furnishing & Decor,800.0
2660,Furnishing & Decor,1450.0
2661,Furnishing & Decor,1200.0
2662,Furnishing & Decor,1450.0
2663,Furnishing & Decor,450.0
2664,Furnishing & Decor,1200.0
2665,Kitchenware & Dinning,299.0
2666,Beauty & Health ,1500.0
2667,Skin care,2500.0
2668,Beauty & Health ,2500.0
2669,Footwear ,3500.0
2670,Skin care,1500.0
2671,Skin care,1250.0
2672,Skin care,1500.0
2673,Skin care,1250.0
2674,Skin care,1500.0
2675,Vodka,7020.0
2676,Vodka,7725.0
2677,G-bar,9240.0
2678,G-bar,11535.0
2679,Whiskey,5689.0
2680,Whiskey,9225.0
2681,Whiskey,8075.0
2682,Whiskey,110271.0
2683,Whiskey,8925.0
2684,Water bottle,790.0
2685,Water bottle,790.0
2686,Bottle Feeding,2050.0
2687,Bottle Feeding,1490.0
2688,Bottle Feeding,1490.0
2689,Bottle Feeding,1460.0
2690,Bottle Feeding,1720.0
2691,Bottle Feeding,1720.0
2692,Bottle Feeding,930.0
2693,Non-Fiction,1280.0
2694,Non-Fiction,640.0
2695,Non-Fiction,960.0
2696,Non-Fiction,960.0
2697,Non-Fiction,960.0
2698,History,960.0
2699,Non-Fiction,960.0
2700,Fiction,640.0
2701,Non-Fiction,1120.0
2702,Men's Clothing ,3400.0
2703,Women Fashion,1960.0
2704,Women Fashion,2040.0
2705,Women Fashion,2040.0
2706,Women Fashion,4700.0
2707,Women Fashion,2500.0
2708,Women Fashion,2040.0
2709,Fashion ,2010.0
2710,Women Fashion,1520.0
2711,Smart Speakers ,22999.0
2712,Smart Speakers ,4999.0
2713,Smart Speakers ,2099.0
2714,Smart Speakers ,9999.0
2715,Smart Speakers ,3499.0
2716,Audio,3999.0
2717,Smart Speakers ,999.0
2718,Audio,9999.0
2719,Kitchenware & Dinning,560.0
2720,Kitchenware & Dinning,895.0
2721,Kitchenware & Dinning,1650.0
2722,Geyser,17340.0
2723,Household Item,298.0
2724,Kitchenware & Dinning,499.0
2725,Heating & Cooling,1890.0
2726,Electric Contact Grills,1650.0
2727,Home and Lifestyle,1299.0
2728,Hair Care ,220.0
2729,Skin care,3200.0
2730,Skin care,1250.0
2731,Skin care,1400.0
2732,Hair Care ,999.0
2733,Clothing ,3265.0
2734,Whiskey,33312.0
2735,Whiskey,21695.0
2736,Maternity Care,750.0
2737,Maternity Care,1250.0
2738,Toys & Games,498.0
2739,Baby Health & Hygiene,850.0
2740,Fiction,560.0
2741,Non-Fiction,1120.0
2742,Women Fashion,1840.0
2743,Women Fashion,3100.0
2744,Women Fashion,3900.0
2745,Women Fashion,2800.0
2746,Women Fashion,5400.0
2747,Smart Speakers ,12499.0
2748,Smart Speakers ,6499.0
2749,Bedding and Its Accessories,4500.0
2750,Bedding and Its Accessories,4500.0
2751,Clothing ,3265.0
2752,Clothing ,2400.0
2753,Clothing ,2400.0
2754,Clothing ,6900.0
2755,Clothing ,5490.0
2756,Clothing ,2990.0
2757,Clothing ,2990.0
2758,Clothing ,1999.0
2759,Wine,2276.0
2760,Brandy,35855.0
2761,Brandy,11825.0
2762,Brandy,7510.0
2763,Vodka,6886.0
2764,Vodka,6886.0
2765,Vodka,399.0
2766,Champagne,30330.0
2767,Pacifiers & Accessories,930.0
2768,Pacifiers & Accessories,510.0
2769,Pacifiers & Accessories,1590.0
2770,Pacifiers & Accessories,470.0
2771,Pacifiers & Accessories,930.0
2772,Pacifiers & Accessories,1160.0
2773,Pacifiers & Accessories,1590.0
2774,Pacifiers & Accessories,1160.0
2775,Non-Fiction,1600.0
2776,Non-Fiction,800.0
2777,Non-Fiction,800.0
2778,Fiction,800.0
2779,Fiction,6800.0
2780,Non-Fiction,880.0
2781,Non-Fiction,1600.0
2782,Fiction,960.0
2783,Fiction,960.0
2784,Fashion ,1320.0
2785,Fashion ,1890.0
2786,Women's Fashion,3600.0
2787,Men's Clothing ,1499.0
2788,Men's Clothing ,350.0
2789,Men's Accessories ,690.0
2790,Men's Clothing ,1600.0
2791,Women Fashion,8549.0
2792,Women's Fashion,3229.0
2793,Portable Speakers,3499.0
2794,Headphone & Headset ,14999.0
2795,Headphone & Headset ,1499.0
2796,Headphone & Headset ,9999.0
2797,Headphone & Headset ,1899.0
2798,Headphone & Headset ,449.0
2799,Bedding and Its Accessories,4500.0
2800,Bedding and Its Accessories,4500.0
2801,Clothing ,2490.0
2802,Clothing ,4990.0
2803,Clothing ,3990.0
2804,Whiskey,12895.0
2805,Whiskey,9258.0
2806,Champagne,10500.0
2807,Liqueurs,4283.0
2808,Pacifiers & Accessories,790.0
2809,Bottle Feeding,1660.0
2810,Pacifiers & Accessories,370.0
2811,Pacifiers & Accessories,1350.0
2812,Toothbrushes & Toothpaste,900.0
2813,Non-Fiction,960.0
2814,Fiction,960.0
2815,Fiction,960.0
2816,Non-Fiction,960.0
2817,Non-Fiction,960.0
2818,Non-Fiction,1040.0
2819,Fiction,800.0
2820,Fiction,800.0
2821,Fiction,640.0
2822,Women Fashion,3799.0
2823,Women Fashion,8549.0
2824,Women Fashion,3799.0
2825,Women Fashion,6269.0
2826,Women Fashion,4749.0
2827,Women Fashion,5699.0
2828,Women Fashion,5699.0
2829,Women Fashion,4749.0
2830,Women Fashion,4749.0
2831,Headphone & Headset ,399.0
2832,Headphone & Headset ,599.0
2833,Headphone & Headset ,499.0
2834,Headphone & Headset ,399.0
2835,Headphone & Headset ,249.0
2836,Headphone & Headset ,599.0
2837,Headphone & Headset ,349.0
2838,Headphone & Headset ,399.0
2839,Headphone & Headset ,249.0
2840,Bedding and Its Accessories,4500.0
2841,Bedding and Its Accessories,4500.0
2842,Bedding and Its Accessories,4500.0
2843,Bedding and Its Accessories,4500.0
2844,Clothing ,2990.0
2845,Clothing ,3990.0
2846,Champagne,8690.0
2847,Wine,3225.0
2848,Bottle Feeding,1350.0
2849,Bottle Feeding,1350.0
2850,Nursery,1450.0
2851,Maternity Care,1750.0
2852,Maternity Care,6350.0
2853,Fiction,640.0
2854,Non-Fiction,640.0
2855,Non-Fiction,795.0
2856,Women Fashion,5699.0
2857,Women Fashion,4749.0
2858,Women Fashion,4999.0
2859,Women Fashion,4749.0
2860,Women Fashion,5699.0
2861,Women Fashion,5699.0
2862,Women Fashion,3419.0
2863,Headphone & Headset ,249.0
2864,Headphone & Headset ,349.0
2865,Headphone & Headset ,699.0
2866,Headphone & Headset ,399.0
2867,Headphone & Headset ,349.0
2868,Headphone & Headset ,399.0
2869,Headphone & Headset ,599.0
2870,Headphone & Headset ,499.0
2871,Bedding and Its Accessories,4500.0
2872,Bedding and Its Accessories,4500.0
2873,Bedding and Its Accessories,4500.0
2874,Bedding and Its Accessories,4500.0
2875,Bedding and Its Accessories,4500.0
2876,Bedding and Its Accessories,4500.0
2877,Bedding and Its Accessories,4500.0
2878,Bedding and Its Accessories,4500.0
2879,Purifier,3290.0
2880,Clothing ,3990.0
2881,Clothing ,3990.0
2882,Clothing ,3990.0
2883,Clothing ,5990.0
2884,Clothing ,2490.0
2885,Clothing ,1499.0
2886,Clothing ,2490.0
2887,Clothing ,6990.0
2888,Italian Wine,4925.0
2889,Wine,2900.0
2890,Gin,590.0
2891,Whiskey,562.0
2892,Whiskey,9623.0
2893,Whiskey,5651.0
2894,Maternity Wear,6350.0
2895,Maternity Care,2760.0
2896,Non-Fiction,795.0
2897,Non-Fiction,795.0
2898,Women Fashion,5699.0
2899,Women Fashion,3419.0
2900,Headphone & Headset ,499.0
2901,Headphone & Headset ,399.0
2902,Headphone & Headset ,499.0
2903,Home & Kitchen,3955.0
2904,Bulbs,2661.0
2905,Bulbs,2455.0
2906,Clothing ,6990.0
2907,Clothing ,6990.0
2908,Liqueurs,295.0
2909,Whiskey,30783.0
2910,Maternity Care,3880.0
2911,Pacifiers & Accessories,1400.0
2912,Non-Fiction,640.0
2913,"Religion, spirituality, and new age",500.0
2914,Women Fashion,6649.0
2915,Women Fashion,4369.0
2916,Headphone & Headset ,4725.0
2917,Headphone & Headset ,4725.0
2918,Bulbs,2661.0
2919,Bulbs,2335.0
2920,Clothing ,2990.0
2921,Clothing ,5990.0
2922,Whiskey,5414.0
2923,Whiskey,4919.0
2924,Pacifiers & Accessories,1400.0
2925,Children's,500.0
2926,Women Fashion,4749.0
2927,Women's Fashion,3400.0
2928,Headphone & Headset ,2228.0
2929,Other Gaming Options,23500.0
2930,Bulbs,5550.0
2931,Clothing ,2990.0
2932,Clothing ,2990.0
2933,Whiskey,378.0
2934,Pacifiers & Accessories,1920.0
2935,Teethers,1110.0
2936,Children's,500.0
2937,Children's,500.0
2938,Women Fashion,3400.0
2939,Women Fashion,3400.0
2940,Audio,2025.0
2941,Headphone & Headset ,2363.0
2942,Home & Kitchen,998.0
2943,Furnishing & Decor,1000.0
2944,Clothing ,1490.0
2945,Clothing ,6990.0
2946,Whiskey,4724.0
2947,Baby Safety & Accessories,990.0
2948,Baby Health & Hygiene,420.0
2949,Children's,500.0
2950,Mystery,640.0
2951,Women Fashion,3400.0
2952,Women Fashion,3400.0
2953,Headphone & Headset ,2363.0
2954,Headphone & Headset ,4725.0
2955,Consumer Electronics,400000.0
2956,Consumer Electronics,25200.0
2957,Consumer Electronics,15187.0
2958,Gadget ,1950.0
2959,Headphone & Headset ,1299.0
2960,Headphone & Headset ,686.0
2961,Headphone & Headset ,4100.0
2962,Furnishing & Decor,1600.0
2963,Furnishing & Decor,1100.0
2964,Furnishing & Decor,950.0
2965,Furnishing & Decor,2000.0
2966,Furnishing & Decor,1500.0
2967,Furnishing & Decor,1300.0
2968,Furnishing & Decor,1300.0
2969,Furnishing & Decor,1300.0
2970,Furnishing & Decor,1250.0
2971,Clothing ,3990.0
2972,Clothing ,6990.0
2973,Clothing ,3990.0
2974,Clothing ,4990.0
2975,Clothing ,1990.0
2976,Clothing ,3990.0
2977,Clothing ,2499.0
2978,Clothing ,4990.0
2979,Wine,1715.0
2980,Australian Wines,3065.0
2981,Australian Wines,3065.0
2982,Australian Wines,3065.0
2983,Chilean Wines,2330.0
2984,Chilean Wines,2330.0
2985,Chilean Wines,1750.0
2986,Chilean Wines,1750.0
2987,Chilean Wines,1295.0
2988,Baby Safety & Accessories,870.0
2989,Baby Safety & Accessories,880.0
2990,Baby Safety & Accessories,730.0
2991,Pacifiers & Accessories,530.0
2992,Bottle Feeding,1290.0
2993,Baby Safety & Accessories,3670.0
2994,Baby Health & Hygiene,1290.0
2995,Mystery,640.0
2996,Fiction,640.0
2997,Women Fashion,3400.0
2998,Headphone & Headset ,1899.0
2999,Furnishing & Decor,1000.0
3000,Clothing ,3490.0
3001,Chilean Wines,1295.0
3002,Baby Safety & Accessories,11500.0
3003,Fiction,640.0
3004,Fashion ,3900.0
3005,Women Fashion,1490.0
3006,Headphone & Headset ,4800.0
3007,Furnishing & Decor,2300.0
3008,Clothing ,3990.0
3009,Chilean Wines,1290.0
3010,Bottle Feeding,1290.0
3011,Children's,992.0
3012,Men's Clothing ,1609.0
3013,Refrigerator ,14000.0
3014,Headphone & Headset ,850.0
3015,Furnishing & Decor,1500.0
3016,Clothing ,3490.0
3017,Clothing ,3990.0
3018,Chilean Wines,1290.0
3019,Chilean Wines,715.0
3020,Feeding,660.0
3021,Baby Safety & Accessories,3250.0
3022,Fantasy,640.0
3023,Fiction,320.0
3024,Men's Clothing ,1609.0
3025,Men's Clothing ,1609.0
3026,Smart Speakers ,5500.0
3027,Portable Speakers,9980.0
3028,Furnishing & Decor,1200.0
3029,Furnishing & Decor,2000.0
3030,Furnishing & Decor,1050.0
3031,Clothing ,3490.0
3032,Clothing ,2490.0
3033,Chilean Wines,715.0
3034,Australian Wines,1720.0
3035,Baby Health & Hygiene,800.0
3036,Baby Health & Hygiene,850.0
3037,Drama,240.0
3038,Fiction,2080.0
3039,Men's Clothing ,1609.0
3040,Men's Clothing ,929.0
3041,Portable Speakers,7000.0
3042,Furnishing & Decor,1050.0
3043,Clothing ,3990.0
3044,Australian Wines,1640.0
3045,Australian Wines,1845.0
3046,Baby Health & Hygiene,1140.0
3047,Romance,800.0
3048,Books,800.0
3049,Men's Clothing ,929.0
3050,Men's Clothing ,929.0
3051,Portable Speakers,12000.0
3052,Furnishing & Decor,6000.0
3053,Furnishing & Decor,5500.0
3054,Clothing ,1990.0
3055,Clothing ,3990.0
3056,Australian Wines,1845.0
3057,Australian Wines,1840.0
3058,Wine,1845.0
3059,Bottle Feeding,2390.0
3060,Bottle Feeding,850.0
3061,Bottle Feeding,910.0
3062,Bottle Feeding,780.0
3063,Bottle Feeding,770.0
3064,Non-Fiction,800.0
3065,Fiction,560.0
3066,Romance,800.0
3067,Men's Clothing ,929.0
3068,Men's Clothing ,1329.0
3069,Portable Speakers,5900.0
3070,Smart Speakers ,4200.0
3071,Headphone & Headset ,3900.0
3072,Headphone & Headset ,4100.0
3073,Live Sound & Stage Equipment,2659.0
3074,Live Sound & Stage Equipment,1571.0
3075,Smart Watches,11500.0
3076,Smart Watches,18000.0
3077,Furnishing & Decor,4000.0
3078,Furnishing & Decor,1300.0
3079,Furnishing & Decor,1100.0
3080,Furnishing & Decor,900.0
3081,Furnishing & Decor,1500.0
3082,Furnishing & Decor,3200.0
3083,Furnishing & Decor,2500.0
3084,Furnishing & Decor,1600.0
3085,Furnishing & Decor,2400.0
3086,Clothing ,3490.0
3087,Clothing ,6990.0
3088,Clothing ,3990.0
3089,Clothing ,3990.0
3090,Clothing ,6990.0
3091,Clothing ,1900.0
3092,Clothing ,6990.0
3093,Clothing ,2990.0
3094,Clothing ,5990.0
3095,Australian Wines,1515.0
3096,Australian Wines,1515.0
3097,Australian Wines,1515.0
3098,Australian Wines,1515.0
3099,Australian Wines,1515.0
3100,Australian Wines,1380.0
3101,Italian Wine,1450.0
3102,Spanish Wine,2070.0
3103,Italian Wine,1300.0
3104,Bottle Feeding,910.0
3105,Pacifiers & Accessories,690.0
3106,Baby Health & Hygiene,320.0
3107,Baby Health & Hygiene,480.0
3108,Baby Health & Hygiene,240.0
3109,Baby Shampoo,413.0
3110,Sun Protection,480.0
3111,"Toys, Kids & Babies",3950.0
3112,Mystery,640.0
3113,Books,560.0
3114,Young adult,960.0
3115,Self help,960.0
3116,Books,1120.0
3117,Science fiction,800.0
3118,Fiction,800.0
3119,Men's Clothing ,1329.0
3120,Men's Fashion,899.0
3121,Men's Clothing ,769.0
3122,Men's Clothing ,769.0
3123,Men's Clothing ,769.0
3124,Smart Watches,7400.0
3125,Smart Watches,13400.0
3126,Furnishing & Decor,6500.0
3127,Furnishing & Decor,1000.0
3128,Clothing ,4369.0
3129,Clothing ,4490.0
3130,Spanish Wine,1795.0
3131,"Toys, Kids & Babies",4500.0
3132,Backpacks & Carriers,2640.0
3133,Books,880.0
3134,Fiction,200.0
3135,Men's Clothing ,769.0
3136,Men's Clothing ,769.0
3137,Consumer Electronics,5469.0
3138,Other Accessories,6000.0
3139,Heater,3275.0
3140,Clothing ,4990.0
3141,Spanish Wine,1745.0
3142,Gin,1095.0
3143,Backpacks & Carriers,2640.0
3144,Backpacks & Carriers,2640.0
3145,Books,960.0
3146,Fiction,960.0
3147,Men's Pants ,950.0
3148,Women's Fashion,1000.0
3149,Other Gaming Options,33000.0
3150,Water Heater,2200.0
3151,Household Item,285.0
3152,Clothing ,4990.0
3153,Spanish Wine,4215.0
3154,Gin,1600.0
3155,Toys & Games,190.0
3156,Books,640.0
3157,Men's Clothing ,769.0
3158,Men's Clothing ,769.0
3159,Audio,1500.0
3160,Household Item,285.0
3161,Clothing ,5490.0
3162,Clothing ,3990.0
3163,Spanish Wine,1205.0
3164,Vodka,445.0
3165,Toys & Games,190.0
3166,Toys & Games,190.0
3167,Self help,960.0
3168,Books,960.0
3169,Men's Clothing ,769.0
3170,Men's Clothing ,1599.0
3171,Video,15000.0
3172,Other Gaming Options,35000.0
3173,Kitchen Appliances,161.0
3174,Kitchen Appliances,326.0
3175,Clothing ,4990.0
3176,Clothing ,5990.0
3177,Spanish Wine,1205.0
3178,Vodka,460.0
3179,Toys & Games,190.0
3180,Toys & Games,190.0
3181,Books,640.0
3182,Books,960.0
3183,Men's Clothing ,1599.0
3184,Fashion ,160.0
3185,Women's Fashion,499.0
3186,Refrigerator ,49990.0
3187,Refrigerator ,77990.0
3188,Kitchen Appliances,345.0
3189,Bottle,2024.0
3190,Bottle,1955.0
3191,Geyser,10097.0
3192,Fans,4439.0
3193,Fans,4669.0
3194,Fans,4439.0
3195,Fans,2737.0
3196,Clothing ,6990.0
3197,Clothing ,5490.0
3198,Clothing ,5490.0
3199,Kids Clothing,3490.0
3200,Clothing ,3990.0
3201,Kids Clothing,2490.0
3202,Clothing ,6990.0
3203,Vodka,550.0
3204,Spanish Wine,1145.0
3205,Pillows & Stools,1280.0
