,category,price
6161,Bulbs,2000.0
6162,Lightings,12000.0
6163,Range Hoods,152000.0
6164,Range Hoods,70200.0
6165,Mens Grooming ,350.0
6166,Mens Grooming ,450.0
6167,Beauty & Health ,450.0
6168,Mens Grooming ,450.0
6169,Toys & Games,614.0
6170,Toys & Games,1510.0
6171,Toys & Games,614.0
6172,Toys & Games,763.0
6173,Toys & Games,614.0
6174,Toys & Games,3097.0
6175,Toys & Games,3952.0
6176,Books,640.0
6177,Books,800.0
6178,Books,560.0
6179,Books,1120.0
6180,Books,560.0
6181,Books,640.0
6182,Books,399.0
6183,Books,640.0
6184,Books,350.0
6185,Books,640.0
6186,Books,1120.0
6187,Books,320.0
6188,Range Hoods,40885.0
6189,Range Hoods,84000.0
6190,Ovens,88500.0
6191,Ovens,99000.0
6192,Range Hoods,56400.0
6193,Dishwashers & Parts,115000.0
6194,Air Treatment,9291.0
6195,Gas Stoves,33500.0
6196,Range Hoods,44780.0
6197,Gas Stoves,42000.0
6198,Bottle,1150.0
6199,Watches & Accessories ,11500.0
6200,Watches & Accessories ,10500.0
6201,Watches & Accessories ,7500.0
6202,Mens Grooming ,450.0
6203,Watches & Accessories ,9800.0
6204,Watches & Accessories ,8500.0
6205,Watches & Accessories ,7200.0
6206,Watches & Accessories ,9500.0
6207,Mens Grooming ,480.0
6208,Watches & Accessories ,7500.0
6209,Mens Grooming ,280.0
6210,Mens Grooming ,480.0
6211,Toys & Games,2744.0
6212,Toys & Games,1632.0
6213,Toys & Games,5115.0
6214,Toys & Games,939.0
6215,Toys & Games,791.0
6216,Toys & Games,3525.0
6217,Toys & Games,2037.0
6218,Toys & Games,54405.0
6219,Toys & Games,3032.0
6220,Toys & Games,907.0
6221,Books,472.0
6222,Books,350.0
6223,Books,350.0
6224,Books,800.0
6225,Books,320.0
6226,Science fiction,800.0
6227,Books,640.0
6228,Books,350.0
6229,Books,640.0
6230,Books,640.0
6231,Books,640.0
6232,Books,350.0
6233,Books,400.0
6234,Gas Stoves,44880.0
6235,Range Hoods,67184.0
6236,Gas Stoves,49000.0
6237,Range Hoods,80000.0
6238,Gas Stoves,54000.0
6239,Water Purifier,180000.0
6240,Washing Machine,98991.0
6241,Water Purifier,99900.0
6242,Water Purifier,49900.0
6243,Home and Lifestyle,350.0
6244,Home and Lifestyle,350.0
6245,Watches & Accessories ,9500.0
6246,Watches & Accessories ,8500.0
6247,Beauty & Health ,150.0
6248,Mens Grooming ,700.0
6249,Watches & Accessories ,7500.0
6250,Mens Grooming ,800.0
6251,Beauty & Health ,300.0
6252,Mens Grooming ,800.0
6253,Beauty & Health ,300.0
6254,Beauty & Health ,300.0
6255,Mens Grooming ,150.0
6256,Mens Grooming ,700.0
6257,Toys & Games,1627.0
6258,Toys & Games,938.0
6259,Toys & Games,707.0
6260,Toys & Games,1079.0
6261,"Toys, Kids & Babies",1748.0
6262,Toys & Games,907.0
6263,Toys & Games,2000.0
6264,Toys & Games,642.0
6265,Toys & Games,791.0
6266,Toys & Games,2502.0
6267,Toys & Games,1535.0
6268,Books,960.0
6269,Books,480.0
6270,Books,640.0
6271,Books,640.0
6272,Books,480.0
6273,Books,640.0
6274,Books,800.0
6275,Books,1120.0
6276,Books,400.0
6277,Books,640.0
6278,Books,520.0
6279,Books,499.0
6280,"Religion, spirituality, and new age",480.0
6281,Home and Lifestyle,350.0
6282,Home and Lifestyle,350.0
6283,Home and Lifestyle,350.0
6284,Home and Lifestyle,350.0
6285,Home and Lifestyle,350.0
6286,Home and Lifestyle,350.0
6287,Home and Lifestyle,350.0
6288,Home and Lifestyle,350.0
6289,Home and Lifestyle,350.0
6290,Home and Lifestyle,350.0
6291,Home and Lifestyle,350.0
6292,Beauty & Health ,450.0
6293,Beauty & Health ,450.0
6294,Fragrance,3200.0
6295,Mens Grooming ,480.0
6296,Mens Grooming ,700.0
6297,Mens Grooming ,450.0
6298,Mens Grooming ,350.0
6299,Mens Grooming ,350.0
6300,Mens Grooming ,390.0
6301,Fragrance,3420.0
6302,Mens Grooming ,350.0
6303,Fragrance,3800.0
6304,Toys & Games,3153.0
6305,Arts & Craft for Kids,1321.0
6306,Toys & Games,1632.0
6307,Toys & Games,1353.0
6308,Toys & Games,907.0
6309,Toys & Games,1353.0
6310,Books,960.0
6311,Books,1120.0
6312,Books,720.0
6313,Books,800.0
6314,Books,640.0
6315,Home and Lifestyle,350.0
6316,Home and Lifestyle,350.0
6317,Home and Lifestyle,350.0
6318,Home and Lifestyle,350.0
6319,Home and Lifestyle,350.0
6320,Home and Lifestyle,350.0
6321,Home and Lifestyle,350.0
6322,Home and Lifestyle,350.0
6323,Home and Lifestyle,350.0
6324,Home and Lifestyle,350.0
6325,Home and Lifestyle,350.0
6326,Mens Grooming ,850.0
6327,Fragrance,2800.0
6328,Mens Grooming ,375.0
6329,Beauty & Health ,3200.0
6330,Mens Grooming ,280.0
6331,Mens Grooming ,280.0
6332,Mens Grooming ,280.0
6333,Mens Grooming ,350.0
6334,Mens Grooming ,350.0
6335,Beauty & Health ,1750.0
6336,Men’s accessories,2300.0
6337,Toys & Games,1353.0
6338,Toys & Games,5069.0
6339,Toys & Games,1353.0
6340,Toys & Games,1353.0
6341,Baby Swing,18321.0
6342,Toys & Games,5069.0
6343,Toys & Games,1353.0
6344,Toys & Games,1353.0
6345,Toys & Games,14415.0
6346,Toys & Games,12555.0
6347,Toys & Games,781.0
6348,Books,400.0
6349,Books,312.0
6350,Books,720.0
6351,Self help,800.0
6352,Books,400.0
6353,Books,800.0
6354,Books,400.0
6355,Books,400.0
6356,Books,480.0
6357,Books,350.0
6358,Books,560.0
6359,Books,320.0
6360,Home and Lifestyle,350.0
6361,Home and Lifestyle,350.0
6362,Home and Lifestyle,350.0
6363,Fans,500.0
6364,Fans,600.0
6365,Heating & Cooling,14917.0
6366,Heating & Cooling,13567.0
6367,Heating & Cooling,15975.0
6368,Freezers,48290.0
6369,Freezers,53990.0
6370,Furnishing & Decor,2000.0
6371,Men’s accessories,1800.0
6372,Hair Care ,275.0
6373,Mens Grooming ,375.0
6374,Mens Grooming ,375.0
6375,Beauty & Health ,375.0
6376,Mens Grooming ,190.0
6377,Men’s accessories,1900.0
6378,Men's Fashion,2300.0
6379,Men’s accessories,2300.0
6380,Men’s accessories,2100.0
6381,Men’s accessories,1900.0
6382,Toys & Games,781.0
6383,Toys & Games,8277.0
6384,Toys & Games,1176.0
6385,Toys & Games,3320.0
6386,Toys & Games,10620.0
6387,Baby Clothing,1679.0
6388,Toys & Games,4046.0
6389,Toys & Games,19665.0
6390,Toys & Games,6464.0
6391,Toys & Games,8593.0
6392,Toys & Games,1572.0
6393,Books,560.0
6394,Books,800.0
6395,Books,312.0
6396,Books,560.0
6397,Romance,560.0
6398,Books,480.0
6399,Books,640.0
6400,Books,480.0
6401,Romance,640.0
6402,Books,480.0
6403,Books,320.0
6404,Books,960.0
6405,Small Kitchen Appliances,1232.0
6406,Small Kitchen Appliances,635.0
6407,Furnishing & Decor,550.0
6408,Furniture,7000.0
6409,Furniture,3200.0
6410,Furnishing & Decor,5800.0
6411,Furnishing & Decor,1100.0
6412,Furniture,9200.0
6413,Furnishing & Decor,6800.0
6414,Furniture,5100.0
6415,Furniture,3400.0
6416,Furniture,10000.0
6417,Men’s accessories,1900.0
6418,Men’s accessories,1900.0
6419,Men’s accessories,1700.0
6420,Men’s accessories,1700.0
6421,Men’s accessories,1500.0
6422,Men’s accessories,1900.0
6423,Men’s accessories,1450.0
6424,Men’s accessories,900.0
6425,Men’s accessories,1900.0
6426,Men’s accessories,1450.0
6427,Men’s accessories,1850.0
6428,Toys & Games,1107.0
6429,Toys & Games,1353.0
6430,Toys & Games,1674.0
6431,Toys & Games,735.0
6432,Toys & Games,1353.0
6433,Toys & Games,763.0
6434,Toys & Games,791.0
6435,Toys & Games,1511.0
6436,Toys & Games,37538.0
6437,Toys & Games,17112.0
6438,Toys & Games,1511.0
6439,Books,960.0
6440,Books,560.0
6441,Books,560.0
6442,Books,800.0
6443,Books,800.0
6444,Books,880.0
6445,Books,960.0
6446,Books,400.0
6447,Books,320.0
6448,Books,400.0
6449,Books,1120.0
6450,Furniture,7500.0
6451,Home & Kitchen,1191.0
6452,Home & Kitchen,657.0
6453,Home & Kitchen,2154.0
6454,Small Kitchen Appliances,589.0
6455,Home & Kitchen,3143.0
6456,Utensils,3172.0
6457,Home & Kitchen,1173.0
6458,Home & Kitchen,4436.0
6459,Small Kitchen Appliances,372.0
6460,Men’s accessories,1850.0
6461,Toys & Games,1200.0
6462,Toys & Games,1614.0
6463,Toys & Games,5919.0
6464,Toys & Games,22785.0
6465,Toys & Games,4836.0
6466,Toys & Games,642.0
6467,Toys & Games,1748.0
6468,Toys & Games,72507.0
6469,Toys & Games,3348.0
6470,Books,400.0
6471,Books,320.0
6472,Small Kitchen Appliances,310.0
6473,Kitchen & Table,392.0
6474,Utensils,1193.0
6475,Utensils,3508.0
6476,Utensils,1257.0
6477,Kitchen & Table,1131.0
6478,Utensils,3673.0
6479,Utensils,4814.0
6480,Utensils,4308.0
6481,Utensils,1404.0
6482,Toys & Games,4240.0
6483,"Swings, Jumpers & Bouncers",2316.0
6484,Toys & Games,3711.0
6485,Toys & Games,22227.0
6486,Toys & Games,3013.0
6487,Baby Swing,3860.0
6488,Toys & Games,1432.0
6489,Toys & Games,976.0
6490,Toys & Games,11253.0
6491,Toys & Games,1353.0
6492,Toys & Games,5041.0
6493,Books,640.0
6494,Books,320.0
6495,Books,2000.0
6496,Books,640.0
6497,Books,800.0
6498,Books,518.0
6499,Books,640.0
6500,Business,1120.0
6501,Books,800.0
6502,Books,1050.0
6503,Books,560.0
6504,Books,800.0
6505,Utensils,1278.0
6506,Cooktops & Ranges,5300.0
6507,Utensils,326.0
6508,Utensils,1193.0
6509,Utensils,423.0
6510,Utensils,1361.0
6511,Utensils,1193.0
6512,Utensils,469.0
6513,Utensils,380.0
6514,Toys & Games,1353.0
6515,Toys & Games,1349.0
6516,Toys & Games,1572.0
6517,Toys & Games,11067.0
6518,Toys & Games,4250.0
6519,Toys & Games,1372.0
6520,Toys & Games,15345.0
6521,Toys & Games,780.0
6522,Toys & Games,780.0
6523,Toys & Games,2618.0
6524,"Toys, Kids & Babies",1748.0
6525,Toys & Games,1176.0
6526,Books,640.0
6527,Books,800.0
6528,Books,960.0
6529,Books,640.0
6530,Books,560.0
6531,Books,960.0
6532,Books,560.0
6533,Books,800.0
6534,Books,320.0
6535,Books,320.0
6536,Books,960.0
6537,Books,960.0
6538,Utensils,267.0
6539,Water Purifier,27000.0
6540,Utensils,967.0
6541,Household Item,1767.0
6542,Household Item,1634.0
6543,Household Item,5749.0
6544,Grinder,52777.0
6545,Wine Cellars,4072.0
6546,Wine Cellars,11932.0
6547,Knives & Sharpners,11739.0
6548,Household Item,5144.0
6549,Toys & Games,11253.0
6550,Toys & Games,1297.0
6551,Toys & Games,20367.0
6552,Toys & Games,907.0
6553,Toys & Games,781.0
6554,Arts & Craft for Kids,1441.0
6555,"Toys, Kids & Babies",1748.0
6556,Toys & Games,893.0
6557,Toys & Games,7394.0
6558,Toys & Games,7412.0
6559,Arts & Craft for Kids,1176.0
6560,Books,960.0
6561,Books,800.0
6562,Books,960.0
6563,Books,960.0
6564,Books,675.0
6565,Books,800.0
6566,Books,720.0
6567,Books,800.0
6568,Books,395.0
6569,Books,1599.0
6570,Books,1280.0
6571,Books,720.0
6572,Utensils,381.0
6573,Knives & Sharpners,850.0
6574,Home & Kitchen,293.0
6575,Wine Cellars,293.0
6576,Switches,298.0
6577,Knives & Sharpners,381.0
6578,Knives & Sharpners,381.0
6579,Utensils,258.0
6580,Utensils,586.0
6581,Utensils,239.0
6582,Utensils,564.0
6583,Electric Contact Grills,1800.0
6584,Arts & Craft for Kids,1176.0
6585,Toys & Games,3850.0
6586,Toys & Games,1372.0
6587,Arts & Craft for Kids,1432.0
6588,Toys & Games,3060.0
6589,Toys & Games,1943.0
6590,Baby Furniture,6975.0
6591,Toys & Games,1944.0
6592,Arts & Craft for Kids,1176.0
6593,Arts & Craft for Kids,2470.0
6594,Baby Furniture,10881.0
6595,Books,960.0
6596,Books,640.0
6597,Books,640.0
6598,Books,7000.0
6599,Romance,320.0
6600,Books,640.0
6601,Books,520.0
6602,History,960.0
6603,Books,399.0
6604,Books,650.0
6605,Self help,680.0
6606,Kitchen Appliances,500.0
6607,Irons,1050.0
6608,Small Kitchen Appliances,799.0
6609,Small Kitchen Appliances,700.0
6610,Kitchen Appliances,535.0
6611,Knives & Sharpners,1173.0
6612,Household Item,8207.0
6613,Utensils,1275.0
6614,Utensils,765.0
6615,Household Item,14037.0
6616,Vaccums & Floor Care,1333.0
6617,Toys & Games,977.0
6618,Arts & Craft for Kids,1967.0
6619,Baby Furniture,7905.0
6620,Arts & Craft for Kids,3460.0
6621,Toys & Games,1088.0
6622,Toys & Games,679.0
6623,Toys & Games,2362.0
6624,Arts & Craft for Kids,2670.0
6625,Arts & Craft for Kids,1176.0
6626,Arts & Craft for Kids,1572.0
6627,Baby Furniture,790.0
6628,Self help,800.0
6629,Historical fiction,560.0
6630,Books,399.0
6631,Books,350.0
6632,Books,350.0
6633,Books,350.0
6634,Books,250.0
6635,Books,320.0
6636,Books,399.0
6637,Books,399.0
6638,Books,399.0
6639,Books,399.0
6640,Vaccums & Floor Care,1333.0
6641,Utensils,1154.0
6642,Utensils,527.0
6643,Utensils,454.0
6644,Utensils,894.0
6645,Utensils,747.0
6646,Utensils,1333.0
6647,Utensils,527.0
6648,Utensils,1187.0
6649,Utensils,212.0
6650,Utensils,2652.0
6651,Baby Shoes,385.0
6652,Bathing Tubs & Seats,990.0
6653,Moisturizers & Creams,1315.0
6654,Maternity Care,630.0
6655,Moisturizers & Creams,480.0
6656,Sun Protection,630.0
6657,"Toys, Kids & Babies",3845.0
6658,"Toys, Kids & Babies",2080.0
6659,"Toys, Kids & Babies",2080.0
6660,"Toys, Kids & Babies",2560.0
6661,"Toys, Kids & Babies",400.0
6662,Books,399.0
6663,Self help,960.0
6664,Books,680.0
6665,Utensils,3678.0
6666,Household Item,674.0
6667,Kitchenware & Dinning,570.0
6668,Kitchenware & Dinning,612.0
6669,Kitchenware & Dinning,953.0
6670,Kitchenware & Dinning,974.0
6671,Kitchenware & Dinning,802.0
6672,Kitchenware & Dinning,1084.0
6673,Kitchenware & Dinning,684.0
6674,Kitchenware & Dinning,648.0
6675,Baby Oil,760.0
6676,Baby Oil,795.0
6677,Baby Health & Hygiene,320.0
6678,"Toys, Kids & Babies",630.0
6679,"Toys, Kids & Babies",630.0
6680,Diapers & Potty,165.0
6681,Tops & Tees,1250.0
6682,Jackets & Coats,1299.0
6683,Jackets & Coats,1950.0
6684,Tops & Tees,1350.0
6685,Tops & Tees,1350.0
6686,Jackets & Coats,1950.0
6687,Kitchenware & Dinning,657.0
6688,Kitchenware & Dinning,612.0
6689,Utensils,1214.0
6690,Kitchenware & Dinning,1288.0
6691,Utensils,1026.0
6692,Utensils,527.0
6693,Utensils,377.0
6694,Utensils,822.0
6695,Utensils,855.0
6696,Kitchenware & Dinning,369.0
6697,Kitchenware & Dinning,449.0
6698,Jackets & Coats,2150.0
6699,Diaper Bags,1600.0
6700,Diaper Bags,1500.0
6701,Bottle Feeding,1500.0
6702,Baby Strollers,900.0
6703,Baby Strollers,950.0
6704,Mattresses & Bedding,3000.0
6705,Bottle Feeding,150.0
6706,Bottle Feeding,220.0
6707,Bottle Feeding,550.0
6708,Baby Oil,210.0
6709,Utensils,1251.0
6710,Kitchenware & Dinning,503.0
6711,Utensils,1089.0
6712,Kitchenware & Dinning,918.0
6713,Kitchenware & Dinning,387.0
6714,Utensils,654.0
6715,Utensils,771.0
6716,Utensils,2299.0
6717,Kitchenware & Dinning,723.0
6718,Utensils,3263.0
6719,Kitchenware & Dinning,683.0
6720,Pacifiers,450.0
6721,Pacifiers,450.0
6722,Pillows & Stools,800.0
6723,Action Figures & Collectibles,900.0
6724,Action Figures & Collectibles,1698.0
6725,Mattresses & Bedding,3000.0
6726,Bottle Feeding,300.0
6727,Bottle Feeding,420.0
6728,Bottle Feeding,300.0
6729,Mattresses & Bedding,1250.0
6730,Bottle Feeding,1000.0
6731,Utensils,3081.0
6732,Utensils,1350.0
6733,Utensils,961.0
6734,Kitchenware & Dinning,1052.0
6735,Utensils,1198.0
6736,Utensils,1392.0
6737,Utensils,1147.0
6738,Utensils,730.0
6739,Small Kitchen Appliances,674.0
6740,Small Kitchen Appliances,293.0
6741,Bottle Feeding,1200.0
6742,Bottle Feeding,350.0
6743,Bottle Feeding,700.0
6744,Bottle Feeding,550.0
6745,Bottle Feeding,780.0
6746,Bottle Feeding,522.0
6747,Bottle Feeding,700.0
6748,Water bottle,850.0
6749,Mattresses & Bedding,629.0
6750,Bottle Feeding,498.0
6751,Mattresses & Bedding,409.0
6752,Baby Hygiene Material,1000.0
6753,Small Kitchen Appliances,187.0
6754,Small Kitchen Appliances,564.0
6755,Small Kitchen Appliances,197.0
6756,Small Kitchen Appliances,227.0
6757,Small Kitchen Appliances,2139.0
6758,Utensils,257.0
6759,Knives & Sharpners,220.0
6760,Utensils,110.0
6761,Utensils,165.0
6762,Utensils,165.0
6763,Fans,4361.0
6764,Disposable Diapers,480.0
6765,Disposable Diapers,650.0
6766,Disposable Diapers,480.0
6767,Utensils,650.0
6768,Utensils,650.0
6769,Bottle Feeding,620.0
6770,Baby Strollers,7500.0
6771,Disposable Diapers,260.0
6772,Teethers,650.0
6773,Teethers,650.0
6774,Teethers,650.0
6775,Fans,3287.0
6776,Washing Machine,64490.0
6777,Utensils,110.0
6778,Utensils,110.0
6779,Coffee Machine & Accessories,990.0
6780,Utensils,1045.0
6781,Utensils,165.0
6782,Utensils,550.0
6783,Utensils,660.0
6784,Utensils,110.0
6785,Utensils,110.0
6786,Gift Sets,550.0
6787,Pacifiers & Accessories,650.0
6788,Baby Safety & Accessories,460.0
6789,Baby Health & Hygiene,570.0
6790,Feeding,800.0
6791,Baby Hygiene Material,170.0
6792,Baby Health & Hygiene,1050.0
6793,Baby Health & Hygiene,600.0
6794,Baby Health & Hygiene,320.0
6795,Mattresses & Bedding,2500.0
6796,Baby Health & Hygiene,1350.0
6797,Furniture,1200.0
6798,Water Dispenser,17756.0
6799,Water Dispenser,10137.0
6800,Water Dispenser,8284.0
6801,Water Dispenser,6968.0
6802,Water Dispenser,3810.0
6803,Fans,2252.0
6804,Grinder,110.0
6805,Household Item,220.0
6806,Utensils,110.0
6807,Household Item,110.0
6808,Baby Health & Hygiene,500.0
6809,Baby Health & Hygiene,110.0
6810,Household Item,110.0
6811,Fans,2800.0
6812,Fans,2400.0
6813,Fans,3400.0
6814,Fans,3400.0
6815,Induction Cooker,2900.0
6816,Pressure Cooker,2700.0
6817,Gas Stoves,2475.0
6818,Gas Stoves,2325.0
6819,Furnishing & Decor,20274.0
6820,Feeding,670.0
6821,Feeding,500.0
6822,Baby Health & Hygiene,280.0
6823,Disposable Diapers,850.0
6824,Maternity Wear,1500.0
6825,Baby Oil,700.0
6826,Baby Hygiene Material,160.0
6827,Maternity Care,1700.0
6828,Maternity Care,1550.0
6829,Baby Shampoo,170.0
6830,Grinder,5250.0
6831,Grinder,4150.0
6832,Grinder,4740.0
6833,Grinder,4350.0
6834,Grinder,3750.0
6835,Grinder,3350.0
6836,Grinder,3350.0
6837,Rice Cookers,3100.0
6838,Water Dispenser,9200.0
6839,Heater,1100.0
6840,Heater,1150.0
6841,Backpacks & Carriers,2500.0
6842,Backpacks & Carriers,3200.0
6843,Car Seats,8800.0
6844,Baby Health & Hygiene,90.0
6845,Maternity Care,950.0
6846,Utensils,470.0
6847,Utensils,1300.0
6848,Utensils,520.0
6849,Utensils,700.0
6850,Maternity Accessories,395.0
6851,Utensils,550.0
6852,Washing Machine,34191.0
6853,Washing Machine,37070.0
6854,air conditioner,106790.0
6855,air conditioner,105790.0
6856,Utensils,3627.0
6857,Household Item,3627.0
6858,Grinder,1700.0
6859,Utensils,2734.0
6860,Utensils,2499.0
6861,Utensils,1587.0
6862,Utensils,1587.0
6863,Baby Safety & Accessories,300.0
6864,Baby Health & Hygiene,6000.0
6865,Maternity Wear,1550.0
6866,Toothbrushes & Toothpaste,118.0
6867,Maternity Care,800.0
6868,Toothbrushes & Toothpaste,280.0
6869,Maternity Accessories,400.0
6870,Gifts,900.0
6871,Mattresses & Bedding,1200.0
6872,Maternity Care,225.0
6873,Wipes & Holders,310.0
6874,Baby Health & Hygiene,4500.0
6875,Clock,720.0
6876,Clock,405.0
6877,Clock,1550.0
6878,Microwave,27066.0
6879,Microwave,14811.0
6880,Microwave,21366.0
6881,Microwave,32766.0
6882,Microwave,24216.0
6883,Grinder,3582.0
6884,Pressure Cooker,1834.0
6885,Pressure Cooker,1511.0
6886,Wipes & Holders,230.0
6887,Bubble Bath,300.0
6888,Wipes & Holders,175.0
6889,Bubble Bath,550.0
6890,Baby Health & Hygiene,100.0
6891,Baby & Toddler Foods,220.0
6892,Baby Health & Hygiene,2400.0
6893,Mattresses & Bedding,3500.0
6894,Baby Swing,3700.0
6895,Pillows & Stools,1450.0
6896,Pillows & Stools,400.0
6897,"Swings, Jumpers & Bouncers",4700.0
6898,Rice Cookers,5387.0
6899,Rice Cookers,2214.0
6900,Rice Cookers,2337.0
6901,Rice Cookers,2860.0
6902,Rice Cookers,2755.0
6903,Rice Cookers,3040.0
6904,Rice Cookers,2052.0
6905,Rice Cookers,2385.0
6906,Heater,11296.0
6907,Grinder,3475.0
6908,Utensils,1850.0
6909,Pillows & Stools,920.0
6910,Mattresses & Bedding,2700.0
6911,Safety Caps,2000.0
6912,"Swings, Jumpers & Bouncers",1200.0
6913,Maternity Accessories,2900.0
6914,Rails & Rail Guards,8880.0
6915,Edge & Corner Guards,780.0
6916,Diapers & Potty,2090.0
6917,Cabinet Locks & Straps,2740.0
6918,Bathroom Safety,3020.0
6919,Diapers & Potty,1880.0
6920,Bottle,220.0
6921,Grinder,3080.0
6922,Rice Cookers,2035.0
6923,Bottle,110.0
6924,Bottle,110.0
6925,Bottle,110.0
6926,Household Item,165.0
6927,Household Item,110.0
6928,Household Item,110.0
6929,Cloth Dryers,110.0
6930,Household Item,110.0
6931,Cloth Dryers,110.0
6932,Bathroom Safety,890.0
6933,Baby Health & Hygiene,810.0
6934,Sun Protection,2340.0
6935,Cabinet Locks & Straps,1270.0
6936,Cabinet Locks & Straps,1660.0
6937,Gate & Doorway,1020.0
6938,Electrical Safety,640.0
6939,Gate & Doorway,560.0
6940,Sun Protection,1280.0
6941,Gate & Doorway,320.0
6942,Nail Care,2690.0
6943,Furnishing & Decor,605.0
6944,Furnishing & Decor,715.0
6945,Freezers,84990.0
6946,Freezers,76990.0
6947,Freezers,78990.0
6948,Freezers,49490.0
6949,Freezers,42990.0
6950,Heater,1350.0
6951,Vaccum Cleaner,8351.0
6952,Lightings,550.0
6953,Bottle,1026.0
6954,Bathing Tubs & Seats,2690.0
6955,Baby Health & Hygiene,6790.0
6956,Nail Care,350.0
6957,Pacifiers,2090.0
6958,Toothbrushes & Toothpaste,390.0
6959,Utensils,990.0
6960,Baby Shampoo,1750.0
6961,Pillows & Stools,1390.0
6962,Baby Clothing,1190.0
6963,Mattresses & Bedding,8290.0
6964,Travel Systems,8190.0
6965,Travel Systems,9900.0
6966,Lightings,300.0
6967,Lightings,300.0
6968,Fans,4475.0
6969,Bulbs,500.0
6970,Fans,6232.0
6971,Water Heater,11942.0
6972,Water Heater,8655.0
6973,Induction,3420.0
6974,Pressure Cooker,2822.0
6975,Pressure Cooker,2556.0
6976,Small Kitchen Appliances,1000.0
6977,Baby Health & Hygiene,1490.0
6978,Baby Health & Hygiene,2050.0
6979,Bottle Feeding,2040.0
6980,Bottle Feeding,3150.0
6981,Baby Health & Hygiene,200.0
6982,Baby Health & Hygiene,280.0
6983,Baby Health & Hygiene,420.0
6984,Feeding,550.0
6985,Feeding,550.0
6986,Utensils,990.0
6987,Utensils,250.0
6988,air conditioner,103491.0
6989,Water Heater,8349.0
6990,Vaccum Cleaner,12400.0
6991,Irons,3382.0
6992,Irons,3078.0
6993,Electric Cookers,9785.0
6994,Utensils,110.0
6995,Utensils,165.0
6996,Utensils,110.0
6997,Utensils,110.0
6998,Utensils,110.0
6999,Water bottle,880.0
7000,Baby Health & Hygiene,850.0
7001,Water bottle,1060.0
7002,Bottle Feeding,790.0
7003,Teethers,660.0
7004,Teethers,660.0
7005,Teethers,1590.0
7006,Utensils,950.0
7007,Utensils,1150.0
7008,Utensils,380.0
7009,Baby Health & Hygiene,1650.0
7010,Utensils,110.0
7011,Utensils,165.0
7012,Utensils,220.0
7013,Utensils,110.0
7014,Utensils,220.0
7015,Utensils,110.0
7016,Utensils,275.0
7017,Utensils,330.0
7018,Utensils,110.0
7019,Household Item,110.0
7020,Utensils,110.0
7021,Utensils,110.0
7022,Utensils,320.0
7023,Bottle Feeding,4550.0
7024,Baby Health & Hygiene,5590.0
7025,Pacifiers,750.0
7026,Bottle Feeding,1930.0
7027,Pacifiers,750.0
7028,Pacifiers,750.0
7029,Bottle Feeding,1660.0
7030,Bottle Feeding,1660.0
7031,Bottle Feeding,2250.0
7032,"Toys, Kids & Babies",1880.0
7033,Utensils,110.0
7034,Household Item,110.0
7035,Household Item,110.0
7036,Household Item,220.0
7037,Household Item,110.0
7038,Household Item,110.0
7039,Household Item,110.0
7040,Household Item,110.0
7041,Household Item,110.0
7042,Bottle Feeding,950.0
7043,Bottle Feeding,1350.0
7044,Baby Health & Hygiene,1020.0
7045,Bottle Feeding,1350.0
7046,Household Item,220.0
7047,Household Item,220.0
7048,Electric Cookers,3049.0
7049,Grinder,12521.0
7050,Grinder,10355.0
7051,Home & Kitchen,220.0
7052,Home & Kitchen,550.0
7053,Utensils,1815.0
7054,Utensils,150.0
7055,Knives & Sharpners,110.0
7056,Utensils,220.0
7057,Bottle Feeding,2510.0
7058,Baby Health & Hygiene,460.0
7059,Baby Health & Hygiene,950.0
7060,Bottle Feeding,2280.0
7061,Bottle Feeding,2840.0
7062,Feeding,750.0
7063,Feeding,750.0
7064,Feeding,710.0
7065,Pacifiers,750.0
7066,Bottle Feeding,650.0
7067,Mattresses & Bedding,4500.0
7068,Utensils,110.0
7069,Home & Kitchen,110.0
7070,Utensils,330.0
7071,Utensils,110.0
7072,Utensils,220.0
7073,Utensils,110.0
7074,Utensils,385.0
7075,Utensils,1265.0
7076,Home & Kitchen,330.0
7077,Utensils,275.0
7078,Home & Kitchen,165.0
7079,Utensils,110.0
7080,Moisturizers & Creams,1000.0
7081,"Toys, Kids & Babies",570.0
7082,Toys & Games,1140.0
7083,Pillows & Stools,428.0
7084,Baby Clothing,171.0
7085,Baby Clothing,171.0
7086,Baby Clothing,903.0
7087,Tops & Tees,855.0
7088,Tops & Tees,713.0
7089,Tops & Tees,808.0
7090,Baby Clothing,1900.0
7091,Toys & Games,713.0
7092,Home & Kitchen,220.0
7093,Utensils,110.0
7094,Home & Kitchen,220.0
7095,Utensils,550.0
7096,Home & Kitchen,220.0
7097,Home & Kitchen,110.0
7098,Home & Kitchen,165.0
7099,Home & Kitchen,220.0
7100,Home & Kitchen,275.0
7101,Home & Kitchen,165.0
7102,Home & Kitchen,440.0
7103,Toys & Games,903.0
7104,Baby Clothing,3278.0
7105,Bottoms,2280.0
7106,Tops & Tees,2280.0
7107,Arts & Craft for Kids,1423.0
7108,Toys & Games,998.0
7109,Arts & Craft for Kids,523.0
7110,Arts & Craft for Kids,1805.0
7111,Toys & Games,1710.0
7112,Toys & Games,712.0
7113,Arts & Craft for Kids,504.0
7114,Toys & Games,950.0
7115,Home & Kitchen,605.0
7116,Home & Kitchen,385.0
7117,Washers & Dryers,110.0
